asin,sku,platform,date,organic_sales,paid_sales,total_sales,units_sold,cost_per_unit,selling_price,margin_per_unit,inventory_value,days_of_supply
BKTAKPUXQ,SKU-00050,walmart,2025-05-25 13:02:28.163485,24.92,8.48,33.4,0,21.03,33.4,12.36,2617.4,16
BXAJI0Y6D,SKU-00001,amazon,2025-05-26 13:02:28.163485,86.37,36.07,122.44,2,19.88,61.22,41.34,2084.8,68
BPBHSAHXT,SKU-00002,walmart,2025-05-26 13:02:28.163485,121.47,77.49,198.97,13,6.19,15.31,9.12,1016.91,76
BHV3A3ZMF,SKU-00003,amazon,2025-05-26 13:02:28.163485,52.18,21.81,73.99,2,14.04,36.99,22.95,714.75,76
B8MDD4V30,SKU-00004,walmart,2025-05-26 13:02:28.163485,107.99,37.92,145.91,6,8.6,24.32,15.72,1182.86,31
BT9NT3W5U,SKU-00005,walmart,2025-05-26 13:02:28.163485,101.49,36.15,137.63,3,25.95,45.88,19.93,4273.51,36
BZBIKCIDK,SKU-00006,walmart,2025-05-26 13:02:28.163485,99.96,40.21,140.17,1,59.52,140.17,80.65,8087.47,63
BWNNHJ7XV,SKU-00007,amazon,2025-05-26 13:02:28.163485,149.27,19.83,169.1,4,17.57,42.27,24.71,1750.86,31
BG0FN9XUY,SKU-00008,walmart,2025-05-26 13:02:28.163485,31.79,7.13,38.92,0,16.24,38.92,22.68,960.21,48
B41IBLJH7,SKU-00009,amazon,2025-05-26 13:02:28.163485,18.92,2.08,21.0,1,13.15,21.0,7.85,1617.61,19
B5LXO6QJI,SKU-00010,amazon,2025-05-26 13:02:28.163485,46.33,12.07,58.4,0,25.8,58.4,32.6,3683.45,67
BUJV6OH9S,SKU-00011,amazon,2025-05-26 13:02:28.163485,32.76,14.62,47.38,1,32.23,47.38,15.15,2533.41,21
BDBDW2PCN,SKU-00012,amazon,2025-05-26 13:02:28.163485,36.55,12.31,48.87,0,31.54,48.87,17.32,4283.39,49
B9T84AZYT,SKU-00013,amazon,2025-05-26 13:02:28.163485,51.34,11.7,63.04,1,32.74,63.04,30.31,5744.92,27
BJXEPQ85J,SKU-00014,walmart,2025-05-26 13:02:28.163485,3.68,0.83,4.52,0,2.26,4.52,2.25,228.56,33
BSG65KXVF,SKU-00015,walmart,2025-05-26 13:02:28.163485,96.84,85.24,182.08,4,28.01,45.52,17.51,3899.52,45
B1T2TALA7,SKU-00016,amazon,2025-05-26 13:02:28.163485,52.79,12.48,65.26,3,8.41,21.75,13.34,537.81,29
B53LC58DR,SKU-00017,walmart,2025-05-26 13:02:28.163485,46.26,51.6,97.85,3,16.06,32.62,16.56,1355.86,38
BC11ERTJ5,SKU-00018,amazon,2025-05-26 13:02:28.163485,101.64,140.68,242.32,5,14.69,48.46,33.77,1924.33,65
BPHT0HL9X,SKU-00019,walmart,2025-05-26 13:02:28.163485,139.72,35.31,175.03,9,12.95,19.45,6.5,960.5,23
BPSEIMVIH,SKU-00020,walmart,2025-05-26 13:02:28.163485,59.61,19.53,79.14,4,6.92,19.79,12.87,1169.35,77
BCWI64CIY,SKU-00021,walmart,2025-05-26 13:02:28.163485,30.94,22.92,53.85,2,16.19,26.93,10.73,1782.97,68
BHE7UR23G,SKU-00022,amazon,2025-05-26 13:02:28.163485,67.33,4.71,72.04,2,20.67,36.02,15.35,1903.37,16
BDPPQ0Y9D,SKU-00023,amazon,2025-05-26 13:02:28.163485,73.37,21.82,95.19,1,29.9,95.19,65.29,2608.75,81
BOM5IGQPK,SKU-00024,walmart,2025-05-26 13:02:28.163485,42.3,25.81,68.11,2,13.62,34.05,20.43,2279.08,31
BI7P5TB94,SKU-00025,amazon,2025-05-26 13:02:28.163485,25.73,11.3,37.03,0,11.54,37.03,25.49,916.37,42
B874FRHOC,SKU-00026,walmart,2025-05-26 13:02:28.163485,122.03,54.15,176.18,2,44.74,88.09,43.35,3990.62,82
BN9J2QP89,SKU-00027,walmart,2025-05-26 13:02:28.163485,22.55,4.68,27.23,0,9.79,27.23,17.44,1577.64,72
BUZFK8UT0,SKU-00028,walmart,2025-05-26 13:02:28.163485,55.7,27.94,83.64,1,26.86,83.64,56.78,3276.61,35
BCVS4F8CG,SKU-00029,amazon,2025-05-26 13:02:28.163485,63.99,47.11,111.1,4,15.12,27.78,12.66,2616.77,88
BVYIE6IVW,SKU-00030,amazon,2025-05-26 13:02:28.163485,6.73,3.17,9.9,0,6.27,9.9,3.63,369.28,56
BPVS7HZIO,SKU-00031,walmart,2025-05-26 13:02:28.163485,9.89,3.43,13.32,0,7.61,13.32,5.72,799.1,68
BYKL1CQ99,SKU-00032,walmart,2025-05-26 13:02:28.163485,15.82,12.41,28.23,0,17.69,28.23,10.54,3127.3,76
BCHJ755NF,SKU-00033,amazon,2025-05-26 13:02:28.163485,46.28,24.12,70.39,0,44.07,70.39,26.32,3924.52,60
B4ZW9XA3K,SKU-00034,amazon,2025-05-26 13:02:28.163485,20.06,5.45,25.51,1,10.76,25.51,14.75,1598.69,17
BX7EEDTJV,SKU-00035,amazon,2025-05-26 13:02:28.163485,37.42,6.95,44.37,1,25.32,44.37,19.05,3120.11,36
BZHWJR64D,SKU-00036,walmart,2025-05-26 13:02:28.163485,69.21,90.73,159.93,3,16.99,53.31,36.32,1448.61,35
BPJA1WJ0T,SKU-00037,walmart,2025-05-26 13:02:28.163485,28.98,14.87,43.85,1,27.85,43.85,16.0,4833.45,74
BPAC56T4U,SKU-00038,amazon,2025-05-26 13:02:28.163485,54.08,15.66,69.74,2,12.85,34.87,22.02,2171.02,66
BFEL6246H,SKU-00039,walmart,2025-05-26 13:02:28.163485,58.82,24.79,83.62,2,19.38,41.81,22.43,1187.89,16
BID25OWF7,SKU-00040,amazon,2025-05-26 13:02:28.163485,57.07,4.1,61.17,0,24.13,61.17,37.04,1363.15,40
B5935A0L7,SKU-00041,amazon,2025-05-26 13:02:28.163485,335.63,97.31,432.94,14,11.97,30.92,18.95,1558.23,87
B253J2D54,SKU-00042,amazon,2025-05-26 13:02:28.163485,106.37,57.78,164.16,2,37.95,82.08,44.12,6979.59,88
BI3QK2IAG,SKU-00043,amazon,2025-05-26 13:02:28.163485,140.35,87.31,227.66,4,21.44,56.92,35.48,1836.22,22
BL58KXO9T,SKU-00044,walmart,2025-05-26 13:02:28.163485,62.83,17.31,80.14,1,50.0,80.14,30.14,2676.31,53
B7E8G8JDP,SKU-00045,walmart,2025-05-26 13:02:28.163485,69.75,89.73,159.48,5,13.62,31.9,18.27,737.65,67
B0LVSNUJZ,SKU-00046,amazon,2025-05-26 13:02:28.163485,29.82,10.1,39.91,0,25.6,39.91,14.31,3216.07,54
BA7TZ0YNC,SKU-00047,walmart,2025-05-26 13:02:28.163485,54.81,36.64,91.45,3,20.21,30.48,10.28,3303.69,33
BXLL4ZKLO,SKU-00048,walmart,2025-05-26 13:02:28.163485,44.07,8.73,52.81,0,22.01,52.81,30.8,4351.36,79
BOKEP7Y6W,SKU-00049,walmart,2025-05-26 13:02:28.163485,76.55,54.82,131.37,5,17.31,26.27,8.96,3242.46,46
BKTAKPUXQ,SKU-00050,walmart,2025-05-26 13:02:28.163485,30.27,4.72,35.0,1,18.41,35.0,16.58,2305.16,55
BXAJI0Y6D,SKU-00001,walmart,2025-05-27 13:02:28.163485,100.83,34.53,135.36,8,9.34,16.92,7.58,716.49,21
BPBHSAHXT,SKU-00002,walmart,2025-05-27 13:02:28.163485,45.21,25.54,70.75,1,35.4,70.75,35.35,2595.26,37
BHV3A3ZMF,SKU-00003,amazon,2025-05-27 13:02:28.163485,107.58,32.13,139.71,2,44.46,69.85,25.39,2960.78,30
B8MDD4V30,SKU-00004,walmart,2025-05-27 13:02:28.163485,73.07,26.39,99.46,6,8.81,16.58,7.77,1125.63,78
BT9NT3W5U,SKU-00005,amazon,2025-05-27 13:02:28.163485,98.77,21.58,120.35,2,38.35,60.18,21.82,6790.03,22
BZBIKCIDK,SKU-00006,walmart,2025-05-27 13:02:28.163485,173.48,20.47,193.96,5,23.78,38.79,15.01,2329.95,71
BWNNHJ7XV,SKU-00007,walmart,2025-05-27 13:02:28.163485,8.34,4.41,12.75,0,4.54,12.75,8.21,816.74,49
BG0FN9XUY,SKU-00008,amazon,2025-05-27 13:02:28.163485,7.87,6.09,13.96,0,5.78,13.96,8.18,634.85,40
B41IBLJH7,SKU-00009,walmart,2025-05-27 13:02:28.163485,151.45,89.67,241.11,5,18.16,48.22,30.06,3155.04,44
B5LXO6QJI,SKU-00010,walmart,2025-05-27 13:02:28.163485,31.99,25.46,57.45,1,20.0,57.45,37.44,3037.16,90
BUJV6OH9S,SKU-00011,amazon,2025-05-27 13:02:28.163485,57.47,13.41,70.88,1,40.92,70.88,29.96,4808.4,50
BDBDW2PCN,SKU-00012,walmart,2025-05-27 13:02:28.163485,32.55,20.28,52.83,0,16.56,52.83,36.26,2735.55,42
B9T84AZYT,SKU-00013,amazon,2025-05-27 13:02:28.163485,84.21,92.47,176.68,4,16.34,44.17,27.82,3157.31,59
BJXEPQ85J,SKU-00014,amazon,2025-05-27 13:02:28.163485,12.95,18.04,30.99,0,11.92,30.99,19.07,1477.58,80
BSG65KXVF,SKU-00015,walmart,2025-05-27 13:02:28.163485,23.8,5.4,29.2,0,11.53,29.2,17.67,1160.53,86
B1T2TALA7,SKU-00016,amazon,2025-05-27 13:02:28.163485,51.52,6.89,58.41,1,35.09,58.41,23.33,2225.23,57
B53LC58DR,SKU-00017,walmart,2025-05-27 13:02:28.163485,187.55,42.01,229.56,3,34.63,76.52,41.89,2717.11,40
BC11ERTJ5,SKU-00018,amazon,2025-05-27 13:02:28.163485,15.46,14.13,29.59,1,18.61,29.59,10.97,2315.85,80
BPHT0HL9X,SKU-00019,amazon,2025-05-27 13:02:28.163485,93.85,18.46,112.3,6,12.67,18.72,6.05,1076.49,43
BPSEIMVIH,SKU-00020,amazon,2025-05-27 13:02:28.163485,56.42,24.67,81.09,1,28.26,81.09,52.83,5483.91,17
BCWI64CIY,SKU-00021,walmart,2025-05-27 13:02:28.163485,79.88,24.93,104.81,1,35.51,104.81,69.31,6401.27,44
BHE7UR23G,SKU-00022,walmart,2025-05-27 13:02:28.163485,96.66,16.37,113.03,1,37.32,113.03,75.71,6096.53,58
BDPPQ0Y9D,SKU-00023,amazon,2025-05-27 13:02:28.163485,31.89,22.97,54.86,0,37.08,54.86,17.78,5814.74,41
BOM5IGQPK,SKU-00024,amazon,2025-05-27 13:02:28.163485,78.29,28.89,107.18,2,23.74,53.59,29.85,3170.43,38
BI7P5TB94,SKU-00025,amazon,2025-05-27 13:02:28.163485,24.32,16.19,40.51,0,16.6,40.51,23.91,2502.11,69
B874FRHOC,SKU-00026,walmart,2025-05-27 13:02:28.163485,63.7,25.08,88.78,1,35.64,88.78,53.14,5301.59,27
BN9J2QP89,SKU-00027,amazon,2025-05-27 13:02:28.163485,52.06,2.38,54.44,0,35.7,54.44,18.74,6322.67,34
BUZFK8UT0,SKU-00028,walmart,2025-05-27 13:02:28.163485,19.51,14.24,33.76,0,20.1,33.76,13.66,1823.42,75
BCVS4F8CG,SKU-00029,walmart,2025-05-27 13:02:28.163485,17.84,10.33,28.16,1,13.63,28.16,14.53,900.76,17
BVYIE6IVW,SKU-00030,walmart,2025-05-27 13:02:28.163485,82.03,41.61,123.64,2,19.1,61.82,42.73,2985.68,39
BPVS7HZIO,SKU-00031,walmart,2025-05-27 13:02:28.163485,85.96,58.29,144.24,4,16.46,36.06,19.6,2108.43,35
BYKL1CQ99,SKU-00032,amazon,2025-05-27 13:02:28.163485,76.03,18.58,94.61,2,19.52,47.3,27.79,2127.19,45
BCHJ755NF,SKU-00033,amazon,2025-05-27 13:02:28.163485,86.92,45.74,132.66,5,14.55,26.53,11.99,1029.45,59
B4ZW9XA3K,SKU-00034,amazon,2025-05-27 13:02:28.163485,67.68,55.39,123.07,3,13.31,41.02,27.72,1991.48,56
BX7EEDTJV,SKU-00035,amazon,2025-05-27 13:02:28.163485,53.34,18.41,71.75,1,31.1,71.75,40.65,3034.07,66
BZHWJR64D,SKU-00036,amazon,2025-05-27 13:02:28.163485,30.64,6.47,37.12,1,21.93,37.12,15.19,3999.19,31
BPJA1WJ0T,SKU-00037,amazon,2025-05-27 13:02:28.163485,41.25,6.92,48.17,0,21.85,48.17,26.32,2139.62,31
BPAC56T4U,SKU-00038,walmart,2025-05-27 13:02:28.163485,100.16,167.04,267.2,9,16.73,29.69,12.96,2134.39,27
BFEL6246H,SKU-00039,amazon,2025-05-27 13:02:28.163485,28.89,64.74,93.63,3,19.33,31.21,11.88,2314.43,77
BID25OWF7,SKU-00040,amazon,2025-05-27 13:02:28.163485,61.9,33.62,95.52,1,53.86,95.52,41.66,10372.59,61
B5935A0L7,SKU-00041,walmart,2025-05-27 13:02:28.163485,49.32,65.68,115.0,4,10.72,28.75,18.03,1663.94,56
B253J2D54,SKU-00042,walmart,2025-05-27 13:02:28.163485,33.81,9.44,43.25,0,22.63,43.25,20.63,2720.34,21
BI3QK2IAG,SKU-00043,walmart,2025-05-27 13:02:28.163485,71.28,23.64,94.91,1,42.47,94.91,52.44,6807.44,21
BL58KXO9T,SKU-00044,walmart,2025-05-27 13:02:28.163485,33.19,27.07,60.26,0,26.45,60.26,33.8,3571.55,34
B7E8G8JDP,SKU-00045,amazon,2025-05-27 13:02:28.163485,74.02,28.04,102.06,6,9.75,17.01,7.26,1312.04,53
B0LVSNUJZ,SKU-00046,walmart,2025-05-27 13:02:28.163485,247.64,60.65,308.29,5,23.29,61.66,38.37,2943.04,65
BA7TZ0YNC,SKU-00047,walmart,2025-05-27 13:02:28.163485,61.18,90.74,151.91,2,33.89,75.96,42.06,2584.4,24
BXLL4ZKLO,SKU-00048,amazon,2025-05-27 13:02:28.163485,84.63,26.76,111.39,7,9.7,15.91,6.21,1317.8,90
BOKEP7Y6W,SKU-00049,amazon,2025-05-27 13:02:28.163485,118.69,38.18,156.87,3,16.51,52.29,35.78,1575.24,62
BKTAKPUXQ,SKU-00050,walmart,2025-05-27 13:02:28.163485,75.79,37.61,113.4,6,12.65,18.9,6.25,1204.58,26
BXAJI0Y6D,SKU-00001,amazon,2025-05-28 13:02:28.163485,19.26,29.37,48.63,1,20.6,48.63,28.03,1553.5,56
BPBHSAHXT,SKU-00002,amazon,2025-05-28 13:02:28.163485,114.91,12.2,127.11,2,36.22,63.56,27.34,5187.77,80
BHV3A3ZMF,SKU-00003,amazon,2025-05-28 13:02:28.163485,131.06,66.43,197.5,4,29.6,49.37,19.77,3017.75,77
B8MDD4V30,SKU-00004,amazon,2025-05-28 13:02:28.163485,69.77,19.08,88.85,1,57.31,88.85,31.54,10670.68,90
BT9NT3W5U,SKU-00005,amazon,2025-05-28 13:02:28.163485,60.33,16.19,76.52,2,18.8,38.26,19.46,2547.52,46
BZBIKCIDK,SKU-00006,walmart,2025-05-28 13:02:28.163485,59.12,15.67,74.79,2,15.24,37.4,22.16,2022.44,17
BWNNHJ7XV,SKU-00007,walmart,2025-05-28 13:02:28.163485,147.22,85.04,232.26,11,12.23,21.11,8.88,1960.71,43
BG0FN9XUY,SKU-00008,walmart,2025-05-28 13:02:28.163485,246.61,92.01,338.62,7,33.5,48.37,14.88,2474.91,47
B41IBLJH7,SKU-00009,amazon,2025-05-28 13:02:28.163485,156.47,31.89,188.36,2,35.45,94.18,58.73,3789.1,75
B5LXO6QJI,SKU-00010,amazon,2025-05-28 13:02:28.163485,110.35,73.6,183.95,10,11.55,18.39,6.85,1119.83,57
BUJV6OH9S,SKU-00011,walmart,2025-05-28 13:02:28.163485,50.26,23.37,73.63,4,10.71,18.41,7.7,597.09,55
BDBDW2PCN,SKU-00012,walmart,2025-05-28 13:02:28.163485,16.83,2.97,19.81,0,13.22,19.81,6.59,1189.51,78
B9T84AZYT,SKU-00013,amazon,2025-05-28 13:02:28.163485,101.09,50.51,151.61,2,42.1,75.8,33.7,3805.25,65
BJXEPQ85J,SKU-00014,walmart,2025-05-28 13:02:28.163485,195.38,184.55,379.94,8,27.11,47.49,20.38,3771.08,44
BSG65KXVF,SKU-00015,amazon,2025-05-28 13:02:28.163485,20.1,13.06,33.16,0,20.24,33.16,12.92,3918.02,80
B1T2TALA7,SKU-00016,amazon,2025-05-28 13:02:28.163485,20.93,10.15,31.08,0,18.5,31.08,12.58,3352.51,50
B53LC58DR,SKU-00017,walmart,2025-05-28 13:02:28.163485,113.92,37.39,151.32,2,29.32,75.66,46.33,4112.99,46
BC11ERTJ5,SKU-00018,amazon,2025-05-28 13:02:28.163485,47.12,26.53,73.66,1,51.41,73.66,22.25,8740.44,70
BPHT0HL9X,SKU-00019,amazon,2025-05-28 13:02:28.163485,128.52,13.89,142.42,7,12.13,20.35,8.21,2199.03,67
BPSEIMVIH,SKU-00020,amazon,2025-05-28 13:02:28.163485,21.66,17.76,39.42,1,12.08,39.42,27.34,1748.66,24
BCWI64CIY,SKU-00021,walmart,2025-05-28 13:02:28.163485,95.86,34.89,130.75,4,18.79,32.69,13.9,1601.74,70
BHE7UR23G,SKU-00022,amazon,2025-05-28 13:02:28.163485,115.88,24.54,140.42,2,30.27,70.21,39.94,3445.48,55
BDPPQ0Y9D,SKU-00023,amazon,2025-05-28 13:02:28.163485,21.08,8.48,29.56,0,17.02,29.56,12.54,1723.71,16
BOM5IGQPK,SKU-00024,amazon,2025-05-28 13:02:28.163485,71.34,19.64,90.99,1,29.75,90.99,61.24,5718.38,73
BI7P5TB94,SKU-00025,walmart,2025-05-28 13:02:28.163485,52.88,32.63,85.51,1,36.14,85.51,49.37,3529.71,24
B874FRHOC,SKU-00026,walmart,2025-05-28 13:02:28.163485,109.33,58.65,167.98,2,58.34,83.99,25.65,4362.27,20
BN9J2QP89,SKU-00027,walmart,2025-05-28 13:02:28.163485,50.95,12.46,63.41,0,30.24,63.41,33.18,1886.72,34
BUZFK8UT0,SKU-00028,amazon,2025-05-28 13:02:28.163485,77.91,5.88,83.79,1,51.45,83.79,32.35,8971.01,55
BCVS4F8CG,SKU-00029,walmart,2025-05-28 13:02:28.163485,25.48,5.41,30.9,0,13.5,30.9,17.4,1761.73,79
BVYIE6IVW,SKU-00030,walmart,2025-05-28 13:02:28.163485,103.41,32.74,136.16,5,9.3,27.23,17.93,1739.32,68
BPVS7HZIO,SKU-00031,walmart,2025-05-28 13:02:28.163485,61.87,38.85,100.72,2,24.98,50.36,25.38,3547.65,73
BYKL1CQ99,SKU-00032,amazon,2025-05-28 13:02:28.163485,25.48,37.39,62.87,2,16.19,31.44,15.25,1709.34,54
BCHJ755NF,SKU-00033,amazon,2025-05-28 13:02:28.163485,42.88,5.7,48.58,0,31.06,48.58,17.52,5275.39,42
B4ZW9XA3K,SKU-00034,walmart,2025-05-28 13:02:28.163485,103.57,45.42,148.99,2,39.52,74.5,34.97,5981.04,18
BX7EEDTJV,SKU-00035,amazon,2025-05-28 13:02:28.163485,30.01,12.34,42.35,0,25.04,42.35,17.31,1939.71,90
BZHWJR64D,SKU-00036,amazon,2025-05-28 13:02:28.163485,67.12,59.31,126.43,4,16.02,31.61,15.58,849.25,28
BPJA1WJ0T,SKU-00037,amazon,2025-05-28 13:02:28.163485,24.29,13.83,38.13,1,12.53,38.13,25.59,868.93,25
BPAC56T4U,SKU-00038,walmart,2025-05-28 13:02:28.163485,8.7,1.05,9.75,0,5.39,9.75,4.36,520.81,68
BFEL6246H,SKU-00039,amazon,2025-05-28 13:02:28.163485,43.7,21.82,65.52,2,16.52,32.76,16.24,2087.64,21
BID25OWF7,SKU-00040,amazon,2025-05-28 13:02:28.163485,119.86,19.83,139.69,2,38.74,69.85,31.1,4439.87,34
B5935A0L7,SKU-00041,walmart,2025-05-28 13:02:28.163485,41.19,60.95,102.13,1,69.3,102.13,32.83,10498.07,80
B253J2D54,SKU-00042,amazon,2025-05-28 13:02:28.163485,44.27,12.65,56.92,1,36.96,56.92,19.96,3389.16,83
BI3QK2IAG,SKU-00043,amazon,2025-05-28 13:02:28.163485,29.61,14.47,44.08,0,14.8,44.08,29.28,1153.41,19
BL58KXO9T,SKU-00044,walmart,2025-05-28 13:02:28.163485,79.51,32.96,112.48,3,14.84,37.49,22.65,2470.52,65
B7E8G8JDP,SKU-00045,amazon,2025-05-28 13:02:28.163485,118.66,26.74,145.4,4,14.26,36.35,22.09,2291.31,64
B0LVSNUJZ,SKU-00046,amazon,2025-05-28 13:02:28.163485,96.99,31.34,128.33,3,22.58,42.78,20.19,2511.89,86
BA7TZ0YNC,SKU-00047,amazon,2025-05-28 13:02:28.163485,25.07,17.5,42.57,2,7.35,21.28,13.94,623.74,67
BXLL4ZKLO,SKU-00048,walmart,2025-05-28 13:02:28.163485,202.54,59.07,261.61,6,19.4,43.6,24.2,3809.05,83
BOKEP7Y6W,SKU-00049,walmart,2025-05-28 13:02:28.163485,16.0,8.5,24.49,0,14.37,24.49,10.12,967.58,26
BKTAKPUXQ,SKU-00050,walmart,2025-05-28 13:02:28.163485,135.26,70.42,205.68,9,9.38,22.85,13.47,962.25,68
BXAJI0Y6D,SKU-00001,amazon,2025-05-29 13:02:28.163485,46.43,33.84,80.27,2,20.43,40.13,19.71,2104.24,59
BPBHSAHXT,SKU-00002,amazon,2025-05-29 13:02:28.163485,85.78,71.55,157.32,5,18.41,31.46,13.05,1532.37,90
BHV3A3ZMF,SKU-00003,walmart,2025-05-29 13:02:28.163485,65.1,35.94,101.04,1,57.91,101.04,43.13,4526.6,57
B8MDD4V30,SKU-00004,walmart,2025-05-29 13:02:28.163485,41.95,14.97,56.91,0,20.46,56.91,36.45,1064.54,86
BT9NT3W5U,SKU-00005,amazon,2025-05-29 13:02:28.163485,51.7,19.03,70.74,2,18.86,35.37,16.51,3521.73,63
BZBIKCIDK,SKU-00006,walmart,2025-05-29 13:02:28.163485,32.26,7.54,39.8,0,12.55,39.8,27.25,1743.66,37
BWNNHJ7XV,SKU-00007,amazon,2025-05-29 13:02:28.163485,89.21,27.81,117.01,2,39.21,58.51,19.3,7687.53,16
BG0FN9XUY,SKU-00008,walmart,2025-05-29 13:02:28.163485,61.02,44.9,105.92,4,9.02,26.48,17.46,997.27,34
B41IBLJH7,SKU-00009,walmart,2025-05-29 13:02:28.163485,178.61,99.35,277.96,4,30.75,69.49,38.74,2733.56,35
B5LXO6QJI,SKU-00010,amazon,2025-05-29 13:02:28.163485,38.79,15.97,54.77,1,33.16,54.77,21.6,5462.14,85
BUJV6OH9S,SKU-00011,amazon,2025-05-29 13:02:28.163485,82.18,26.0,108.18,2,25.06,54.09,29.03,4378.03,52
BDBDW2PCN,SKU-00012,walmart,2025-05-29 13:02:28.163485,29.37,19.58,48.96,1,20.02,48.96,28.93,1366.67,34
B9T84AZYT,SKU-00013,amazon,2025-05-29 13:02:28.163485,113.64,41.74,155.39,2,27.9,77.69,49.8,4400.04,73
BJXEPQ85J,SKU-00014,amazon,2025-05-29 13:02:28.163485,45.69,20.61,66.31,2,21.88,33.15,11.27,1197.31,60
BSG65KXVF,SKU-00015,walmart,2025-05-29 13:02:28.163485,96.99,25.57,122.56,3,13.25,40.85,27.6,865.87,51
B1T2TALA7,SKU-00016,amazon,2025-05-29 13:02:28.163485,49.6,49.11,98.71,3,20.68,32.9,12.22,1905.84,74
B53LC58DR,SKU-00017,amazon,2025-05-29 13:02:28.163485,120.54,21.34,141.89,1,64.31,141.89,77.57,3642.83,18
BC11ERTJ5,SKU-00018,amazon,2025-05-29 13:02:28.163485,68.43,48.39,116.81,1,36.18,116.81,80.63,6247.77,21
BPHT0HL9X,SKU-00019,walmart,2025-05-29 13:02:28.163485,22.24,3.03,25.26,0,11.52,25.26,13.74,1743.68,71
BPSEIMVIH,SKU-00020,walmart,2025-05-29 13:02:28.163485,48.9,20.74,69.63,1,25.53,69.63,44.11,1983.02,28
BCWI64CIY,SKU-00021,walmart,2025-05-29 13:02:28.163485,52.07,4.06,56.13,0,20.71,56.13,35.42,1881.55,59
BHE7UR23G,SKU-00022,walmart,2025-05-29 13:02:28.163485,33.89,21.93,55.81,1,32.14,55.81,23.67,3775.74,85
BDPPQ0Y9D,SKU-00023,amazon,2025-05-29 13:02:28.163485,12.93,12.79,25.72,0,9.85,25.72,15.87,1299.59,67
BOM5IGQPK,SKU-00024,walmart,2025-05-29 13:02:28.163485,80.02,68.6,148.62,1,101.56,148.62,47.06,8229.56,25
BI7P5TB94,SKU-00025,walmart,2025-05-29 13:02:28.163485,116.68,23.22,139.91,2,30.37,69.95,39.59,2450.62,64
B874FRHOC,SKU-00026,walmart,2025-05-29 13:02:28.163485,30.45,9.35,39.8,0,21.84,39.8,17.96,4151.4,48
BN9J2QP89,SKU-00027,amazon,2025-05-29 13:02:28.163485,26.49,17.1,43.58,1,15.08,43.58,28.51,3015.26,70
BUZFK8UT0,SKU-00028,walmart,2025-05-29 13:02:28.163485,180.16,70.58,250.75,4,30.89,62.69,31.8,4566.54,82
BCVS4F8CG,SKU-00029,walmart,2025-05-29 13:02:28.163485,58.45,54.63,113.08,2,38.46,56.54,18.08,7400.84,72
BVYIE6IVW,SKU-00030,walmart,2025-05-29 13:02:28.163485,43.42,26.13,69.55,1,42.81,69.55,26.74,6229.68,23
BPVS7HZIO,SKU-00031,walmart,2025-05-29 13:02:28.163485,8.27,7.25,15.52,0,5.06,15.52,10.46,413.49,77
BYKL1CQ99,SKU-00032,amazon,2025-05-29 13:02:28.163485,58.73,36.53,95.27,3,16.46,31.76,15.29,2193.44,25
BCHJ755NF,SKU-00033,walmart,2025-05-29 13:02:28.163485,69.04,62.6,131.64,1,84.8,131.64,46.84,15687.31,53
B4ZW9XA3K,SKU-00034,walmart,2025-05-29 13:02:28.163485,47.08,12.96,60.04,0,32.23,60.04,27.81,3374.76,70
BX7EEDTJV,SKU-00035,amazon,2025-05-29 13:02:28.163485,32.7,25.41,58.11,2,11.82,29.06,17.24,1757.29,59
BZHWJR64D,SKU-00036,walmart,2025-05-29 13:02:28.163485,173.84,33.57,207.4,4,17.95,51.85,33.9,1461.54,66
BPJA1WJ0T,SKU-00037,amazon,2025-05-29 13:02:28.163485,39.75,7.04,46.79,0,25.06,46.79,21.73,2388.57,53
BPAC56T4U,SKU-00038,amazon,2025-05-29 13:02:28.163485,60.0,51.18,111.18,5,11.87,22.24,10.36,1886.76,26
BFEL6246H,SKU-00039,amazon,2025-05-29 13:02:28.163485,361.46,125.16,486.62,23,14.55,21.16,6.6,2233.37,71
BID25OWF7,SKU-00040,amazon,2025-05-29 13:02:28.163485,58.34,29.96,88.3,2,30.9,44.15,13.25,4240.01,90
B5935A0L7,SKU-00041,amazon,2025-05-29 13:02:28.163485,46.11,22.81,68.93,1,23.55,68.93,45.37,2585.24,17
B253J2D54,SKU-00042,amazon,2025-05-29 13:02:28.163485,110.94,32.38,143.32,3,28.51,47.77,19.26,4610.59,32
BI3QK2IAG,SKU-00043,walmart,2025-05-29 13:02:28.163485,83.45,42.74,126.19,1,52.16,126.19,74.03,2791.35,82
BL58KXO9T,SKU-00044,walmart,2025-05-29 13:02:28.163485,68.57,31.7,100.27,2,15.78,50.14,34.35,2078.15,69
B7E8G8JDP,SKU-00045,walmart,2025-05-29 13:02:28.163485,98.3,12.75,111.05,4,13.59,27.76,14.17,2602.07,42
B0LVSNUJZ,SKU-00046,amazon,2025-05-29 13:02:28.163485,33.71,10.38,44.09,0,15.6,44.09,28.5,2481.33,75
BA7TZ0YNC,SKU-00047,walmart,2025-05-29 13:02:28.163485,27.65,5.29,32.94,0,12.92,32.94,20.01,821.46,76
BXLL4ZKLO,SKU-00048,amazon,2025-05-29 13:02:28.163485,83.99,61.25,145.24,2,50.35,72.62,22.27,8924.15,17
BOKEP7Y6W,SKU-00049,amazon,2025-05-29 13:02:28.163485,48.7,25.92,74.61,3,17.04,24.87,7.83,2760.83,27
