asin,date,cost_of_goods_sold,platform_fees,fulfillment_fees,storage_fees,payment_terms_days,currency_rate,carrying_cost_rate
B5LXO6QJI,2025-05-27 17:06:27.324910,20.0,7.82,2.12,0.67,14,1.036,0.1621
BUJV6OH9S,2025-05-27 17:06:27.324910,40.92,7.25,7.62,2.19,45,1.0383,0.1499
BDBDW2PCN,2025-05-27 17:06:27.324910,0.0,7.25,0.0,1.37,14,1.0262,0.1748
B9T84AZYT,2025-05-27 17:06:27.324910,65.36,21.33,31.06,2.74,30,0.9806,0.1672
BJXEPQ85J,2025-05-27 17:06:27.324910,0.0,3.84,0.0,2.11,30,1.0091,0.1215
BSG65KXVF,2025-05-27 17:06:27.324910,0.0,2.92,0.0,1.05,45,0.9993,0.133
B1T2TALA7,2025-05-27 17:06:27.324910,35.09,4.88,7.49,0.64,30,1.0067,0.1358
B53LC58DR,2025-05-27 17:06:27.324910,103.89,28.03,7.53,1.36,14,1.0151,0.168
BC11ERTJ5,2025-05-27 17:06:27.324910,18.61,4.18,6.78,2.96,45,0.9674,0.1567
BPHT0HL9X,2025-05-27 17:06:27.324910,76.02,15.21,14.87,1.94,14,0.9881,0.1369
BPSEIMVIH,2025-05-27 17:06:27.324910,28.26,10.32,5.43,1.71,14,0.9974,0.1234
BCWI64CIY,2025-05-27 17:06:27.324910,35.51,9.3,2.43,2.73,14,1.0143,0.1609
BHE7UR23G,2025-05-27 17:06:27.324910,37.32,13.56,4.37,2.44,45,0.9881,0.1695
BDPPQ0Y9D,2025-05-27 17:06:27.324910,0.0,4.47,0.0,2.87,45,0.9927,0.1391
BOM5IGQPK,2025-05-27 17:06:27.324910,47.48,14.43,5.25,2.16,30,1.0105,0.1335
BI7P5TB94,2025-05-27 17:06:27.324910,0.0,5.78,0.0,0.59,45,0.9959,0.158
B874FRHOC,2025-05-27 17:06:27.324910,35.64,11.9,2.3,1.03,30,1.0204,0.1479
BN9J2QP89,2025-05-27 17:06:27.324910,0.0,5.47,0.0,1.3,45,0.9499,0.1539
BUZFK8UT0,2025-05-27 17:06:27.324910,0.0,2.72,0.0,2.61,30,0.9743,0.1417
BCVS4F8CG,2025-05-27 17:06:27.324910,13.63,3.74,5.97,2.58,45,0.9866,0.1597
BVYIE6IVW,2025-05-27 17:06:27.324910,38.2,16.03,7.62,2.59,45,1.0056,0.1321
BPVS7HZIO,2025-05-27 17:06:27.324910,65.84,13.55,13.81,2.84,30,0.9865,0.1449
BYKL1CQ99,2025-05-27 17:06:27.324910,39.04,10.5,13.59,1.73,45,0.9963,0.1763
BCHJ755NF,2025-05-27 17:06:27.324910,72.75,16.47,38.31,2.2,30,0.9939,0.1522
B4ZW9XA3K,2025-05-27 17:06:27.324910,39.93,17.51,20.85,1.74,45,0.9849,0.1728
BX7EEDTJV,2025-05-27 17:06:27.324910,31.1,6.68,5.39,0.88,30,1.0089,0.1312
BZHWJR64D,2025-05-27 17:06:27.324910,21.93,4.6,2.43,1.67,45,1.0035,0.1412
BPJA1WJ0T,2025-05-27 17:06:27.324910,0.0,6.16,0.0,0.59,30,1.0105,0.1506
BPAC56T4U,2025-05-27 17:06:27.324910,150.57,39.54,20.24,3.0,45,0.9801,0.1227
BFEL6246H,2025-05-27 17:06:27.324910,57.99,7.94,13.48,1.22,45,0.9898,0.1625
BID25OWF7,2025-05-27 17:06:27.324910,53.86,10.29,6.27,1.53,45,0.9987,0.1481
B5935A0L7,2025-05-27 17:06:27.324910,42.88,16.1,23.21,0.79,45,1.0131,0.1755
B253J2D54,2025-05-27 17:06:27.324910,0.0,6.29,0.0,0.68,30,1.0106,0.1513
BI3QK2IAG,2025-05-27 17:06:27.324910,42.47,11.65,7.75,2.25,45,0.9782,0.1395
BL58KXO9T,2025-05-27 17:06:27.324910,0.0,7.34,0.0,1.74,14,0.9923,0.1643
B7E8G8JDP,2025-05-27 17:06:27.324910,58.5,13.6,42.81,2.09,14,0.9845,0.1699
B0LVSNUJZ,2025-05-27 17:06:27.324910,116.45,38.46,21.74,1.07,45,0.9893,0.1323
BA7TZ0YNC,2025-05-27 17:06:27.324910,67.78,17.89,8.07,1.51,30,1.0013,0.1244
BXLL4ZKLO,2025-05-27 17:06:27.324910,67.9,10.36,45.21,2.71,14,1.0049,0.128
BOKEP7Y6W,2025-05-27 17:06:27.324910,49.53,20.84,6.55,1.38,14,0.991,0.1451
BKTAKPUXQ,2025-05-27 17:06:27.324910,75.9,16.75,24.49,1.27,30,1.034,0.1433
BXAJI0Y6D,2025-05-28 17:06:27.324910,20.6,4.46,3.81,2.33,14,0.9953,0.1549
BPBHSAHXT,2025-05-28 17:06:27.324910,72.44,18.22,6.42,1.93,30,1.0277,0.1279
BHV3A3ZMF,2025-05-28 17:06:27.324910,118.4,20.4,9.12,0.87,45,0.9937,0.1329
B8MDD4V30,2025-05-28 17:06:27.324910,57.31,9.24,3.94,1.09,14,0.995,0.1399
BT9NT3W5U,2025-05-28 17:06:27.324910,37.6,6.15,11.44,1.54,30,0.9508,0.155
BZBIKCIDK,2025-05-28 17:06:27.324910,30.48,10.22,13.15,1.92,45,1.0447,0.1388
BWNNHJ7XV,2025-05-28 17:06:27.324910,134.53,33.94,24.41,0.93,14,1.0014,0.1519
BG0FN9XUY,2025-05-28 17:06:27.324910,234.5,41.07,21.3,0.69,30,1.0151,0.1309
B41IBLJH7,2025-05-28 17:06:27.324910,70.9,19.4,14.52,2.9,45,1.0183,0.1316
B5LXO6QJI,2025-05-28 17:06:27.324910,115.5,25.11,55.73,2.68,14,0.9878,0.127
BUJV6OH9S,2025-05-28 17:06:27.324910,42.84,8.44,18.8,2.09,14,1.0065,0.1212
BDBDW2PCN,2025-05-28 17:06:27.324910,0.0,1.72,0.0,1.34,30,1.0012,0.1251
B9T84AZYT,2025-05-28 17:06:27.324910,84.2,21.44,13.69,1.58,45,1.0054,0.1289
BJXEPQ85J,2025-05-28 17:06:27.324910,216.88,38.97,58.13,2.28,45,0.978,0.1651
BSG65KXVF,2025-05-28 17:06:27.324910,0.0,3.08,0.0,1.08,14,1.0143,0.1529
B1T2TALA7,2025-05-28 17:06:27.324910,0.0,4.21,0.0,2.54,30,1.0074,0.1776
B53LC58DR,2025-05-28 17:06:27.324910,58.64,12.98,4.18,2.92,30,1.0136,0.1464
BC11ERTJ5,2025-05-28 17:06:27.324910,51.41,8.1,4.43,2.15,14,1.0282,0.1694
BPHT0HL9X,2025-05-28 17:06:27.324910,84.91,18.11,32.45,0.77,14,1.0061,0.1631
BPSEIMVIH,2025-05-28 17:06:27.324910,12.08,4.44,7.75,1.26,14,0.9955,0.1539
BCWI64CIY,2025-05-28 17:06:27.324910,75.16,15.06,17.8,1.32,14,0.9974,0.1207
BHE7UR23G,2025-05-28 17:06:27.324910,60.54,14.93,12.21,2.99,14,0.9766,0.1725
BDPPQ0Y9D,2025-05-28 17:06:27.324910,0.0,2.82,0.0,1.66,30,0.9911,0.1799
BOM5IGQPK,2025-05-28 17:06:27.324910,29.75,12.82,5.72,1.68,30,0.972,0.1486
BI7P5TB94,2025-05-28 17:06:27.324910,36.14,12.48,3.01,0.69,30,0.9739,0.1748
B874FRHOC,2025-05-28 17:06:27.324910,116.68,24.7,6.81,1.03,45,0.9547,0.1532
BN9J2QP89,2025-05-28 17:06:27.324910,0.0,9.43,0.0,0.65,45,1.0034,0.1397
BUZFK8UT0,2025-05-28 17:06:27.324910,51.45,8.59,5.18,2.77,14,1.0031,0.1302
BCVS4F8CG,2025-05-28 17:06:27.324910,0.0,3.73,0.0,1.32,14,0.9718,0.1264
BVYIE6IVW,2025-05-28 17:06:27.324910,46.5,19.17,16.58,2.04,30,1.0277,0.179
BPVS7HZIO,2025-05-28 17:06:27.324910,49.96,9.84,9.83,2.17,30,1.0009,0.1222
BYKL1CQ99,2025-05-28 17:06:27.324910,32.38,5.62,14.94,1.72,14,1.0054,0.1391
BCHJ755NF,2025-05-28 17:06:27.324910,0.0,6.33,0.0,2.3,14,0.9843,0.1527
B4ZW9XA3K,2025-05-28 17:06:27.324910,79.04,13.54,14.47,1.02,45,0.9892,0.1611
BX7EEDTJV,2025-05-28 17:06:27.324910,0.0,3.57,0.0,2.18,14,1.0129,0.1795
BZHWJR64D,2025-05-28 17:06:27.324910,64.08,16.59,12.56,1.68,45,1.0061,0.1231
BPJA1WJ0T,2025-05-28 17:06:27.324910,12.53,4.77,5.64,0.84,45,0.9968,0.1775
BPAC56T4U,2025-05-28 17:06:27.324910,0.0,1.42,0.0,1.5,30,0.9946,0.1498
BFEL6246H,2025-05-28 17:06:27.324910,33.04,8.25,10.62,1.63,14,1.0039,0.1272
BID25OWF7,2025-05-28 17:06:27.324910,77.48,15.23,5.79,1.8,30,0.9987,0.1645
B5935A0L7,2025-05-28 17:06:27.324910,69.3,12.24,2.95,1.39,45,1.0169,0.1237
B253J2D54,2025-05-28 17:06:27.324910,36.96,6.26,5.67,2.68,45,0.9716,0.1622
BI3QK2IAG,2025-05-28 17:06:27.324910,0.0,6.49,0.0,2.35,14,1.008,0.1741
BL58KXO9T,2025-05-28 17:06:27.324910,44.52,10.1,21.8,0.81,45,1.0132,0.1639
B7E8G8JDP,2025-05-28 17:06:27.324910,57.04,18.96,26.71,0.79,30,1.0086,0.1791
B0LVSNUJZ,2025-05-28 17:06:27.324910,67.74,12.95,23.18,2.03,45,0.987,0.1325
BA7TZ0YNC,2025-05-28 17:06:27.324910,14.7,6.2,15.79,2.16,30,1.018,0.1263
BXLL4ZKLO,2025-05-28 17:06:27.324910,116.4,25.64,14.2,2.45,14,1.0183,0.1503
BOKEP7Y6W,2025-05-28 17:06:27.324910,0.0,2.75,0.0,0.84,30,0.9775,0.1714
BKTAKPUXQ,2025-05-28 17:06:27.324910,84.42,26.96,65.11,0.7,14,0.9616,0.1605
BXAJI0Y6D,2025-05-29 17:06:27.324910,40.86,11.56,8.11,0.59,30,1.0105,0.1257
BPBHSAHXT,2025-05-29 17:06:27.324910,92.05,15.67,14.91,1.71,14,1.0106,0.1238
BHV3A3ZMF,2025-05-29 17:06:27.324910,57.91,8.94,4.17,1.05,14,0.9917,0.1511
B8MDD4V30,2025-05-29 17:06:27.324910,0.0,6.19,0.0,1.92,14,1.007,0.1442
BT9NT3W5U,2025-05-29 17:06:27.324910,37.72,8.06,13.66,2.37,14,0.9973,0.1541
BZBIKCIDK,2025-05-29 17:06:27.324910,0.0,5.33,0.0,1.76,30,0.9915,0.1763
BWNNHJ7XV,2025-05-29 17:06:27.324910,78.42,15.6,6.53,1.72,14,1.014,0.127
BG0FN9XUY,2025-05-29 17:06:27.324910,36.08,11.24,21.71,0.76,30,1.0039,0.1609
B41IBLJH7,2025-05-29 17:06:27.324910,123.0,31.31,21.96,2.28,30,1.0299,0.1349
B5LXO6QJI,2025-05-29 17:06:27.324910,33.16,5.05,2.68,1.85,30,1.0094,0.1562
BUJV6OH9S,2025-05-29 17:06:27.324910,50.12,13.88,12.93,0.9,14,0.9789,0.1576
BDBDW2PCN,2025-05-29 17:06:27.324910,20.02,4.48,3.69,2.88,45,0.9553,0.1309
B9T84AZYT,2025-05-29 17:06:27.324910,55.8,18.31,5.2,0.53,45,0.9946,0.1545
BJXEPQ85J,2025-05-29 17:06:27.324910,43.76,9.18,6.13,2.54,30,1.0174,0.1257
BSG65KXVF,2025-05-29 17:06:27.324910,39.75,16.02,6.7,2.7,30,1.0013,0.1535
B1T2TALA7,2025-05-29 17:06:27.324910,62.04,14.05,16.43,0.99,30,0.9823,0.1555
B53LC58DR,2025-05-29 17:06:27.324910,64.31,14.85,4.69,1.0,30,0.9816,0.1392
BC11ERTJ5,2025-05-29 17:06:27.324910,36.18,17.45,4.52,2.55,30,1.0119,0.1491
BPHT0HL9X,2025-05-29 17:06:27.324910,0.0,3.5,0.0,1.79,45,0.9805,0.1592
BPSEIMVIH,2025-05-29 17:06:27.324910,25.53,9.39,4.95,2.71,45,1.003,0.1666
BCWI64CIY,2025-05-29 17:06:27.324910,0.0,5.27,0.0,2.63,30,1.008,0.1326
BHE7UR23G,2025-05-29 17:06:27.324910,32.14,6.99,3.06,2.0,14,0.9562,0.1418
BDPPQ0Y9D,2025-05-29 17:06:27.324910,0.0,2.29,0.0,1.66,45,1.0072,0.1297
BOM5IGQPK,2025-05-29 17:06:27.324910,101.56,14.18,2.39,2.82,45,0.9904,0.1211
BI7P5TB94,2025-05-29 17:06:27.324910,60.74,17.81,12.99,1.8,30,0.9693,0.1529
B874FRHOC,2025-05-29 17:06:27.324910,0.0,5.29,0.0,1.45,14,0.9856,0.1428
BN9J2QP89,2025-05-29 17:06:27.324910,15.08,3.69,7.63,2.42,14,1.008,0.157
BUZFK8UT0,2025-05-29 17:06:27.324910,123.56,25.53,17.39,2.32,30,1.0075,0.1535
BCVS4F8CG,2025-05-29 17:06:27.324910,76.92,11.68,8.94,2.73,14,1.0204,0.1554
BVYIE6IVW,2025-05-29 17:06:27.324910,42.81,8.22,7.81,0.7,45,1.001,0.1465
BPVS7HZIO,2025-05-29 17:06:27.324910,0.0,1.37,0.0,1.97,14,0.9729,0.1285
BYKL1CQ99,2025-05-29 17:06:27.324910,49.38,9.39,19.82,2.56,14,0.9677,0.1705
BCHJ755NF,2025-05-29 17:06:27.324910,84.8,11.04,3.13,1.56,45,0.9663,0.1789
B4ZW9XA3K,2025-05-29 17:06:27.324910,0.0,8.69,0.0,2.27,14,0.992,0.1328
BX7EEDTJV,2025-05-29 17:06:27.324910,23.64,8.59,12.17,0.68,30,0.9984,0.1533
BZHWJR64D,2025-05-29 17:06:27.324910,71.8,24.56,20.77,2.39,14,0.9959,0.168
BPJA1WJ0T,2025-05-29 17:06:27.324910,0.0,4.43,0.0,0.69,14,1.0037,0.1427
BPAC56T4U,2025-05-29 17:06:27.324910,59.35,14.59,35.79,2.19,14,1.0237,0.123
BFEL6246H,2025-05-29 17:06:27.324910,334.65,69.83,106.88,1.63,14,1.0234,0.166
BID25OWF7,2025-05-29 17:06:27.324910,61.8,13.16,9.34,2.55,30,0.9996,0.1751
B5935A0L7,2025-05-29 17:06:27.324910,23.55,7.22,2.25,0.83,45,1.0356,0.1455
B253J2D54,2025-05-29 17:06:27.324910,85.53,16.7,21.93,1.1,14,0.9988,0.1771
BI3QK2IAG,2025-05-29 17:06:27.324910,52.16,11.11,4.98,1.66,45,1.0409,0.1378
BL58KXO9T,2025-05-29 17:06:27.324910,31.56,11.2,7.98,2.86,30,0.9972,0.1381
B7E8G8JDP,2025-05-29 17:06:27.324910,54.36,10.85,12.38,1.52,30,0.9935,0.1309
B0LVSNUJZ,2025-05-29 17:06:27.324910,0.0,6.54,0.0,2.14,45,0.9658,0.1597
BA7TZ0YNC,2025-05-29 17:06:27.324910,0.0,3.27,0.0,1.15,30,1.0003,0.1553
BXLL4ZKLO,2025-05-29 17:06:27.324910,100.7,18.48,14.08,2.62,14,0.9776,0.1435
BOKEP7Y6W,2025-05-29 17:06:27.324910,51.12,7.54,10.42,0.8,45,1.0101,0.137
BKTAKPUXQ,2025-05-29 17:06:27.324910,0.0,4.26,0.0,1.4,30,0.9863,0.1452
BXAJI0Y6D,2025-05-30 17:06:27.324910,17.49,5.24,3.68,2.72,14,0.9758,0.1468
BPBHSAHXT,2025-05-30 17:06:27.324910,38.3,9.84,2.54,0.77,45,0.9938,0.1242
BHV3A3ZMF,2025-05-30 17:06:27.324910,14.19,4.65,3.13,2.76,45,0.9792,0.1306
B8MDD4V30,2025-05-30 17:06:27.324910,128.88,25.22,16.32,1.82,14,1.0087,0.1735
BT9NT3W5U,2025-05-30 17:06:27.324910,33.14,8.19,3.52,0.86,30,0.9941,0.1732
BZBIKCIDK,2025-05-30 17:06:27.324910,28.29,7.55,11.29,2.62,30,1.0008,0.1404
BWNNHJ7XV,2025-05-30 17:06:27.324910,95.58,23.73,24.09,1.99,14,0.9956,0.1357
BG0FN9XUY,2025-05-30 17:06:27.324910,36.92,12.04,11.09,1.18,14,0.9787,0.1225
B41IBLJH7,2025-05-30 17:06:27.324910,0.0,0.77,0.0,1.29,45,0.9888,0.1263
B5LXO6QJI,2025-05-30 17:06:27.324910,41.99,8.55,2.29,2.2,45,0.9667,0.1454
BUJV6OH9S,2025-05-30 17:06:27.324910,0.0,0.08,0.0,1.14,45,1.0014,0.1592
BDBDW2PCN,2025-05-30 17:06:27.324910,67.68,15.29,7.08,1.76,14,1.0004,0.1227
B9T84AZYT,2025-05-30 17:06:27.324910,29.72,8.27,5.77,2.65,14,0.9698,0.147
BJXEPQ85J,2025-05-30 17:06:27.324910,21.64,4.73,7.59,1.2,14,1.0017,0.1262
BSG65KXVF,2025-05-30 17:06:27.324910,0.0,8.17,0.0,2.62,45,1.0047,0.1649
B1T2TALA7,2025-05-30 17:06:27.324910,0.0,1.69,0.0,2.96,14,0.9749,0.1725
B53LC58DR,2025-05-30 17:06:27.324910,0.0,5.93,0.0,1.05,45,0.9946,0.1407
BC11ERTJ5,2025-05-30 17:06:27.324910,13.02,2.49,6.22,0.82,30,1.0339,0.169
BPHT0HL9X,2025-05-30 17:06:27.324910,86.7,12.91,21.34,0.86,45,1.0004,0.1351
BPSEIMVIH,2025-05-30 17:06:27.324910,30.47,6.32,2.45,1.68,45,0.9954,0.1587
BCWI64CIY,2025-05-30 17:06:27.324910,50.4,14.18,27.22,1.96,45,1.0167,0.173
BHE7UR23G,2025-05-30 17:06:27.324910,0.0,3.26,0.0,2.63,45,0.9738,0.1742
BDPPQ0Y9D,2025-05-30 17:06:27.324910,0.0,3.0,0.0,1.19,30,0.9798,0.1461
BOM5IGQPK,2025-05-30 17:06:27.324910,44.68,6.5,5.61,1.88,45,0.9576,0.1787
BI7P5TB94,2025-05-30 17:06:27.324910,0.0,4.87,0.0,2.33,45,0.9726,0.1262
B874FRHOC,2025-05-30 17:06:27.324910,27.33,7.3,6.17,1.53,30,1.0,0.1753
BN9J2QP89,2025-05-30 17:06:27.324910,0.0,5.23,0.0,0.83,14,1.0064,0.1546
BUZFK8UT0,2025-05-30 17:06:27.324910,21.02,9.56,2.21,1.11,45,0.9991,0.1399
BCVS4F8CG,2025-05-30 17:06:27.324910,0.0,6.15,0.0,0.86,14,1.0143,0.1533
BVYIE6IVW,2025-05-30 17:06:27.324910,47.07,14.3,8.2,2.39,45,1.0138,0.1676
BPVS7HZIO,2025-05-30 17:06:27.324910,54.41,9.18,6.48,1.1,30,0.9706,0.1503
BYKL1CQ99,2025-05-30 17:06:27.324910,0.0,5.21,0.0,0.73,14,0.9993,0.149
BCHJ755NF,2025-05-30 17:06:27.324910,125.52,17.93,16.41,2.69,45,0.9737,0.1219
B4ZW9XA3K,2025-05-30 17:06:27.324910,46.73,10.11,7.8,1.37,45,1.015,0.1316
BX7EEDTJV,2025-05-30 17:06:27.324910,38.57,6.24,6.44,2.65,14,0.9953,0.1716
BZHWJR64D,2025-05-30 17:06:27.324910,0.0,5.47,0.0,2.63,45,0.9883,0.1476
BPJA1WJ0T,2025-05-30 17:06:27.324910,0.0,1.65,0.0,2.15,14,1.0141,0.1385
BPAC56T4U,2025-05-30 17:06:27.324910,19.47,5.76,6.71,1.0,14,0.9611,0.1588
BFEL6246H,2025-05-30 17:06:27.324910,75.5,11.56,8.36,1.91,45,1.0116,0.1326
BID25OWF7,2025-05-30 17:06:27.324910,0.0,5.59,0.0,2.86,14,0.9962,0.1477
B5935A0L7,2025-05-30 17:06:27.324910,0.0,3.03,0.0,1.17,45,1.012,0.1724
B253J2D54,2025-05-30 17:06:27.324910,37.58,6.4,7.03,2.13,14,0.9983,0.1251
BI3QK2IAG,2025-05-30 17:06:27.324910,90.8,17.47,37.71,1.56,30,1.0046,0.132
BL58KXO9T,2025-05-30 17:06:27.324910,82.62,12.29,23.69,1.75,30,1.0235,0.1304
B7E8G8JDP,2025-05-30 17:06:27.324910,62.74,11.4,2.47,2.39,45,0.9962,0.1479
B0LVSNUJZ,2025-05-30 17:06:27.324910,0.0,5.27,0.0,0.58,14,1.0046,0.1285
BA7TZ0YNC,2025-05-30 17:06:27.324910,39.2,9.32,7.09,1.82,14,0.9716,0.1558
BXLL4ZKLO,2025-05-30 17:06:27.324910,32.2,14.35,12.6,1.99,45,0.9926,0.1218
BOKEP7Y6W,2025-05-30 17:06:27.324910,30.49,7.52,5.55,1.06,30,1.0199,0.1583
BKTAKPUXQ,2025-05-30 17:06:27.324910,0.0,2.32,0.0,1.66,30,1.0196,0.1217
BXAJI0Y6D,2025-05-31 17:06:27.324910,168.66,41.03,45.79,2.86,30,1.0321,0.1541
BPBHSAHXT,2025-05-31 17:06:27.324910,0.0,4.12,0.0,0.5,30,1.0248,0.1364
BHV3A3ZMF,2025-05-31 17:06:27.324910,66.55,17.88,14.92,2.71,14,1.0123,0.1579
B8MDD4V30,2025-05-31 17:06:27.324910,26.62,5.94,2.17,2.07,30,1.0239,0.1342
BT9NT3W5U,2025-05-31 17:06:27.324910,76.0,10.88,3.7,1.36,45,0.9755,0.1228
BZBIKCIDK,2025-05-31 17:06:27.324910,98.7,40.46,29.26,2.07,45,1.0338,0.166
BWNNHJ7XV,2025-05-31 17:06:27.324910,35.6,6.78,6.26,1.64,45,1.0163,0.1523
BG0FN9XUY,2025-05-31 17:06:27.324910,43.0,10.36,13.75,1.28,30,1.0241,0.1447
B41IBLJH7,2025-05-31 17:06:27.324910,60.63,9.59,10.41,2.18,30,0.9611,0.1323
B5LXO6QJI,2025-05-31 17:06:27.324910,49.32,15.4,4.68,1.77,14,0.9882,0.1352
BUJV6OH9S,2025-05-31 17:06:27.324910,24.13,4.55,2.7,2.73,45,0.9809,0.1302
BDBDW2PCN,2025-05-31 17:06:27.324910,62.37,15.99,11.13,2.59,14,1.0452,0.1509
B9T84AZYT,2025-05-31 17:06:27.324910,38.1,5.68,8.97,2.71,45,0.979,0.1239
BJXEPQ85J,2025-05-31 17:06:27.324910,56.49,9.67,7.5,1.25,14,0.9873,0.132
BSG65KXVF,2025-05-31 17:06:27.324910,39.72,9.74,19.55,2.83,14,1.0145,0.1215
B1T2TALA7,2025-05-31 17:06:27.324910,48.06,6.73,6.42,1.53,30,0.9976,0.134
B53LC58DR,2025-05-31 17:06:27.324910,22.56,10.34,6.08,2.98,30,0.9683,0.1624
BC11ERTJ5,2025-05-31 17:06:27.324910,0.0,6.92,0.0,0.67,45,0.9787,0.1682
BPHT0HL9X,2025-05-31 17:06:27.324910,0.0,1.89,0.0,1.82,45,1.0004,0.1602
BPSEIMVIH,2025-05-31 17:06:27.324910,40.06,5.56,11.5,1.34,30,0.9942,0.1604
BCWI64CIY,2025-05-31 17:06:27.324910,66.3,22.37,13.68,2.7,30,1.001,0.1421
BHE7UR23G,2025-05-31 17:06:27.324910,48.54,16.98,11.44,1.17,14,1.0157,0.1329
BDPPQ0Y9D,2025-05-31 17:06:27.324910,52.62,19.97,8.76,1.22,14,0.9891,0.1486
BOM5IGQPK,2025-05-31 17:06:27.324910,34.38,11.56,4.81,1.12,14,0.9916,0.1773
BI7P5TB94,2025-05-31 17:06:27.324910,97.48,25.46,30.7,1.58,45,0.9736,0.1466
B874FRHOC,2025-05-31 17:06:27.324910,36.0,6.21,7.79,1.43,30,0.9991,0.1329
BN9J2QP89,2025-05-31 17:06:27.324910,48.78,11.11,11.94,2.02,45,0.9972,0.1368
BUZFK8UT0,2025-05-31 17:06:27.324910,37.76,7.71,2.82,2.09,14,0.9784,0.1204
BCVS4F8CG,2025-05-31 17:06:27.324910,61.2,10.25,11.05,2.67,45,0.9526,0.1254
BVYIE6IVW,2025-05-31 17:06:27.324910,0.0,6.0,0.0,1.1,14,0.9773,0.1678
BPVS7HZIO,2025-05-31 17:06:27.324910,42.69,9.94,2.86,0.73,45,1.0019,0.1346
BYKL1CQ99,2025-05-31 17:06:27.324910,55.51,10.39,6.65,2.73,45,1.0062,0.1556
BCHJ755NF,2025-05-31 17:06:27.324910,37.79,9.46,4.65,2.65,45,1.0005,0.1436
B4ZW9XA3K,2025-05-31 17:06:27.324910,34.09,8.28,6.25,1.88,30,0.9987,0.1714
BX7EEDTJV,2025-05-31 17:06:27.324910,179.62,39.75,55.06,1.15,14,1.0367,0.1758
BZHWJR64D,2025-05-31 17:06:27.324910,45.3,14.32,4.98,1.77,14,1.0059,0.1302
BPJA1WJ0T,2025-05-31 17:06:27.324910,46.58,14.91,7.51,2.27,30,0.9708,0.1753
BPAC56T4U,2025-05-31 17:06:27.324910,46.8,13.12,29.5,1.11,30,1.0166,0.1309
BFEL6246H,2025-05-31 17:06:27.324910,29.83,5.28,4.9,1.48,14,1.0214,0.1673
BID25OWF7,2025-05-31 17:06:27.324910,0.0,1.68,0.0,2.81,30,0.9701,0.1275
B5935A0L7,2025-05-31 17:06:27.324910,48.72,9.56,15.86,1.75,45,0.985,0.1766
B253J2D54,2025-05-31 17:06:27.324910,42.31,7.31,5.87,2.34,45,1.0061,0.1608
BI3QK2IAG,2025-05-31 17:06:27.324910,28.94,7.22,5.29,2.87,14,1.0235,0.1342
BL58KXO9T,2025-05-31 17:06:27.324910,23.99,10.4,5.78,2.72,45,0.9973,0.1579
B7E8G8JDP,2025-05-31 17:06:27.324910,0.0,4.86,0.0,2.24,45,1.006,0.1781
B0LVSNUJZ,2025-05-31 17:06:27.324910,60.53,21.09,3.25,1.86,14,0.9963,0.1773
BA7TZ0YNC,2025-05-31 17:06:27.324910,67.0,13.17,14.19,1.87,45,0.9748,0.1452
BXLL4ZKLO,2025-05-31 17:06:27.324910,38.51,10.67,3.81,0.69,14,0.9943,0.1455
BOKEP7Y6W,2025-05-31 17:06:27.324910,96.64,34.59,24.73,1.34,14,0.9944,0.1535
BKTAKPUXQ,2025-05-31 17:06:27.324910,55.88,9.87,4.78,2.88,45,0.9947,0.1775
BXAJI0Y6D,2025-06-01 17:06:27.324910,73.8,23.16,23.33,1.7,30,0.9881,0.1576
BPBHSAHXT,2025-06-01 17:06:27.324910,20.06,6.32,11.59,2.38,45,1.0034,0.1574
BHV3A3ZMF,2025-06-01 17:06:27.324910,0.0,5.59,0.0,2.69,30,1.0134,0.1637
B8MDD4V30,2025-06-01 17:06:27.324910,0.0,6.98,0.0,1.12,14,1.0182,0.1679
BT9NT3W5U,2025-06-01 17:06:27.324910,8.57,3.38,7.28,2.49,45,0.9688,0.1672
BZBIKCIDK,2025-06-01 17:06:27.324910,39.37,9.36,7.27,0.62,30,0.9658,0.1766
BWNNHJ7XV,2025-06-01 17:06:27.324910,121.38,24.35,36.07,1.16,45,1.0323,0.1662
BG0FN9XUY,2025-06-01 17:06:27.324910,36.62,9.03,4.66,0.86,30,1.0282,0.1263
B41IBLJH7,2025-06-01 17:06:27.324910,108.63,27.23,11.3,0.73,30,1.0173,0.1597
B5LXO6QJI,2025-06-01 17:06:27.324910,23.82,4.13,6.69,1.01,30,1.0011,0.1509
BUJV6OH9S,2025-06-01 17:06:27.324910,57.39,16.03,6.51,2.55,14,1.0012,0.1338
BDBDW2PCN,2025-06-01 17:06:27.324910,63.56,17.67,14.7,2.02,45,1.0,0.1764
B9T84AZYT,2025-06-01 17:06:27.324910,0.0,1.55,0.0,2.25,45,0.9961,0.1586
BJXEPQ85J,2025-06-01 17:06:27.324910,0.0,7.16,0.0,2.33,30,1.0054,0.1347
BSG65KXVF,2025-06-01 17:06:27.324910,151.24,20.57,10.67,0.79,14,1.0348,0.1242
B1T2TALA7,2025-06-01 17:06:27.324910,0.0,1.82,0.0,0.95,45,1.0097,0.1619
B53LC58DR,2025-06-01 17:06:27.324910,134.03,32.61,61.36,1.59,14,0.9774,0.1789
BC11ERTJ5,2025-06-01 17:06:27.324910,140.04,38.18,85.5,1.36,14,0.9949,0.1642
BPHT0HL9X,2025-06-01 17:06:27.324910,0.0,2.84,0.0,0.99,30,0.983,0.1369
